Offertposition;Geraeteanzahl;Eng Elektroplanung;Eng Planung/SW;Eng IBN/Bauleitung;SPS Total Brutto;SPS Total Netto;Schaltanlagen Total Brutto;Schaltanlagen Total Netto;Elektroinstallation Total Brutto;Elektroinstallation Total Netto;Total Brutto;Total Netto
Total;109.0;6812.0;98251.4;44710.9;15088.200000000003;12438.552000000001;7438.0;6545.4400000000005;8155.599999999999;8155.599999999999;180456.1;176913.892
